"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","genename","ensembl"
"4795",887.626257957388,0.176455344736109,0.0626451843368697,2.81674236581752,0.00485134240655987,0.0144365472462367,"NFKBIL1","NFKB inhibitor like 1","ENSG00000204498"
"7916",19592.791126216,-0.102326192140674,0.023410292049073,-4.37099169571128,1.23683497423688e-05,5.8439804296333e-05,"PRRC2A","proline rich coiled-coil 2A","ENSG00000204469"
"57827",718.479828266474,0.181808475834247,0.0679489414265019,2.67566310846656,0.00745815723725476,0.0212505623025598,"C6orf47","chromosome 6 open reading frame 47","ENSG00000204439"
"1192",12810.3096974748,-0.189206180766548,0.0266079745105049,-7.11088251726374,1.15303260206755e-12,1.07874839291816e-11,"CLIC1","chloride intracellular channel 1","ENSG00000213719"
"100532732",316.317144218043,0.489250681036712,0.109214775845375,4.47971144242779,7.47440159375522e-06,3.64312420242334e-05,"MSH5-SAPCD1","MSH5-SAPCD1 readthrough (NMD candidate)","ENSG00000255152"
"4439",287.848536391562,0.510139608060915,0.113588105640152,4.49113580322433,7.08443595704272e-06,3.4612837112471e-05,"MSH5","mutS homolog 5","ENSG00000204410"
"7407",13366.1213036004,0.183030523796497,0.0266078059083028,6.8788281313862,6.0346912815832e-12,5.35471937418591e-11,"VARS1","valyl-tRNA synthetase 1","ENSG00000204394"
"3304",11271.5687344649,0.319829340887125,0.12946100965243,2.47046845799973,0.0134936218103238,0.0359096998891342,"HSPA1B","heat shock protein family A (Hsp70) member 1B","ENSG00000204388"
"50854",2450.09911062261,0.209967520107154,0.045484620674718,4.61623109069615,3.90771798144677e-06,1.98048454836626e-05,"SNHG32","small nucleolar RNA host gene 32","ENSG00000204387"
"717",100.158297171756,0.516565559705942,0.188414812421477,2.74163985870922,0.00611333288352583,0.0177921353988772,"C2","complement C2","ENSG00000166278"
"629",24.8713879757965,-1.27565866060837,0.381832054338747,-3.34088939394454,0.000835104844585003,0.00293125572142296,"CFB","complement factor B","ENSG00000243649"
"7936",3257.95098469025,0.202293001503385,0.0362066150616648,5.58718347900935,2.3078186143745e-08,1.49851961771168e-07,"NELFE","negative elongation factor complex member E","ENSG00000204356"
"6499",3601.05228825166,0.311096689163452,0.0369620920860339,8.41664179720497,3.87429996089928e-17,4.77936357519146e-16,"SKIC2","SKI2 subunit of superkiller complex","ENSG00000204351"
"1797",529.204257615283,0.328326195532051,0.078897427045627,4.16143095949348,3.16259614570069e-05,0.00014145384388133,"DXO","decapping exoribonuclease","ENSG00000204348"
"8859",437.383389325064,0.305674046529202,0.0891307617306464,3.42950111267926,0.000604691953807292,0.00218686573409961,"WHR1","winged helix repair factor 1","ENSG00000204344"
"7146",77.9958291941559,-0.787126969344557,0.201922029225937,-3.89817283612882,9.6921232529789e-05,0.000399416847459569,"TNXA","tenascin XA (pseudogene)",NA
"7148",266.478192851566,-0.809246144815666,0.11567660318731,-6.99576338272392,2.63818461877385e-12,2.40142992479503e-11,"TNXB","tenascin XB","ENSG00000168477"
"10554",4830.96270722995,-0.40752564102413,0.0327910276880719,-12.427961846782,1.84272846097934e-35,5.21096788626756e-34,"AGPAT1","1-acylglycerol-3-phosphate O-acyltransferase 1","ENSG00000204310"
"102466190",403.951308477577,-0.362151164873694,0.0927439293500635,-3.90485034882174,9.4283711262242e-05,0.000389116697386635,"MIR6721","microRNA 6721","ENSG00000284469"
"6048",2238.25083423438,0.11412761991175,0.0424030034538068,2.69149849340458,0.0071131819606836,0.0203651463911533,"RNF5","ring finger protein 5","ENSG00000204308"
"63940",233.257973666725,0.476122721804692,0.116782281207304,4.0770116569269,4.56182066128382e-05,0.000198406626908558,"GPSM3","G protein signaling modulator 3","ENSG00000213654"
"101929163",21.0687597215232,1.02614663477105,0.410183077470389,2.50167959414447,0.0123605732645,0.0332358148693987,"TSBP1-AS1","TSBP1 and BTNL2 antisense RNA 1","ENSG00000225914"
"3122",12428.9924180372,0.389169734838075,0.0323161919256258,12.0425616896239,2.122602813179e-33,5.43010467689311e-32,"HLA-DRA","major histocompatibility complex, class II, DR alpha","ENSG00000204287"
"3127",1748.29915000137,1.00056004216388,0.0537227035580599,18.6245288471483,2.03273370721928e-77,1.69680564049289e-75,"HLA-DRB5","major histocompatibility complex, class II, DR beta 5","ENSG00000198502"
"3128",548.844869530748,0.788669876057513,0.0797277943414045,9.8920317885671,4.50784448270424e-23,7.47592339596675e-22,"HLA-DRB6","major histocompatibility complex, class II, DR beta 6 (pseudogene)","ENSG00000290878"
"3123",2117.58139614143,0.895059400979885,0.0483747014889326,18.5026340924225,1.96625054241815e-76,1.61734871259198e-74,"HLA-DRB1","major histocompatibility complex, class II, DR beta 1","ENSG00000196126"
"107986589",17.0141003685523,2.84578637048471,0.553036814724287,5.14574490290209,2.66461318886205e-07,1.55020784849181e-06,NA,NA,NA
"3117",81.4856631792813,2.82683930432831,0.251472081568274,11.2411655667662,2.55980036762082e-29,5.53142671960097e-28,"HLA-DQA1","major histocompatibility complex, class II, DQ alpha 1","ENSG00000196735"
"3119",426.771312705382,0.869699029907594,0.0891913594645924,9.75093366810774,1.82779394822559e-22,2.94669670995052e-21,"HLA-DQB1","major histocompatibility complex, class II, DQ beta 1","ENSG00000179344"
"3118",321.335567916099,2.78305808510584,0.126227373968904,22.0479757884486,9.98928531263083e-108,1.53155450595968e-105,"HLA-DQA2","major histocompatibility complex, class II, DQ alpha 2","ENSG00000237541"
"3120",180.665592089207,0.791936454532514,0.137166339983425,5.77354804850964,7.761945882534e-09,5.28995271546874e-08,"HLA-DQB2","major histocompatibility complex, class II, DQ beta 2","ENSG00000232629"
"3112",38.6346183622426,1.65758769330165,0.308543788719337,5.37229318464569,7.77415709789842e-08,4.79906745199766e-07,"HLA-DOB","major histocompatibility complex, class II, DO beta","ENSG00000241106"
"6891",3336.15694164212,0.28427715929041,0.0370953384579126,7.66342001739499,1.81046035343106e-14,1.91209725612133e-13,"TAP2","transporter 2, ATP binding cassette subfamily B member","ENSG00000204267"
"5696",1583.01434384414,0.310720765411201,0.0488091663305427,6.36603303787151,1.93979666893367e-10,1.52650619149536e-09,"PSMB8","proteasome 20S subunit beta 8","ENSG00000204264"
"100507463",174.547177317863,0.357025057677371,0.133554994170157,2.67324378167769,0.00751216372198687,0.021390921789784,"PSMB8-AS1","PSMB8 antisense RNA 1 (head to head)","ENSG00000204261"
"6890",1349.66225003274,0.52280468707434,0.053131058064625,9.83990731820993,7.57806157976788e-23,1.24395012297748e-21,"TAP1","transporter 1, ATP binding cassette subfamily B member","ENSG00000168394"
"5698",755.500909663677,0.576524452033642,0.0673568682306911,8.55925263714902,1.13601530362863e-17,1.44570936833327e-16,"PSMB9","proteasome 20S subunit beta 9","ENSG00000240065"
"3109",673.857858234976,0.706727283553625,0.0731258576582027,9.66453326068238,4.26559854994916e-22,6.76076372143138e-21,"HLA-DMB","major histocompatibility complex, class II, DM beta","ENSG00000242574"
"6046",7821.99316255088,0.112665015644309,0.0275229300421401,4.09349642177662,4.24916637000711e-05,0.000185848460406016,"BRD2","bromodomain containing 2","ENSG00000204256"
"3111",543.03259318792,1.6867347562889,0.0915937315403685,18.4153951140804,9.88652564009919e-76,7.98647006726006e-74,"HLA-DOA","major histocompatibility complex, class II, DO alpha","ENSG00000204252"
"3113",7817.59798914866,0.529233160136111,0.0293930000264105,18.0054148831551,1.76671009676221e-72,1.32727040536089e-70,"HLA-DPA1","major histocompatibility complex, class II, DP alpha 1","ENSG00000231389"
"3115",1943.59623542162,0.248865700102554,0.0483215954793861,5.15019625560005,2.60214029046116e-07,1.51626269776845e-06,"HLA-DPB1","major histocompatibility complex, class II, DP beta 1","ENSG00000223865"
"1302",301.497419757406,1.78167969189545,0.113447788235542,15.7048429026779,1.40124366263975e-55,7.2600527973735e-54,"COL11A2","collagen type XI alpha 2 chain","ENSG00000204248"
"6257",2241.37106141747,0.143776403946079,0.0417350675203752,3.44497834766618,0.000571105137567298,0.00207371799427932,"RXRB","retinoid X receptor beta","ENSG00000204231"
"7923",137.709546079376,0.653873202135476,0.156853682034809,4.16868251770058,3.06365378320801e-05,0.000137355538026541,"HSD17B8","hydroxysteroid 17-beta dehydrogenase 8","ENSG00000204228"
"6015",2135.58107109293,0.106972698289355,0.0436139080043697,2.4527198589642,0.0141780707294936,0.0375185344723878,"RING1","ring finger protein 1","ENSG00000204227"
"6293",1779.49540713354,0.168244461119756,0.0462250958651279,3.63967792756226,0.000272979260615133,0.00104384231010245,"VPS52","VPS52 subunit of GARP complex","ENSG00000223501"
"6222",50827.9242727712,0.193783747446459,0.032743406958782,5.9182524191938,3.25380336299841e-09,2.29241075946415e-08,"RPS18","ribosomal protein S18","ENSG00000231500"
"8705",20.9996186301243,1.19379526228401,0.407226041287643,2.93152976786368,0.00337297038739668,0.010432277561568,"B3GALT4","beta-1,3-galactosyltransferase 4","ENSG00000235863"
"10471",4232.2763441507,0.16493667152992,0.0403694832003995,4.08567706232829,4.39484702783836e-05,0.000191699365808827,"PFDN6","prefoldin subunit 6","ENSG00000204220"
"6892",2363.95727701539,0.121920705819249,0.0419083366006177,2.90922321687786,0.00362328059463036,0.0111119197226533,"TAPBP","TAP binding protein","ENSG00000231925"
"9278",618.934221518188,0.44302088988611,0.0768680471413321,5.76339462704909,8.24387308435577e-09,5.60653022254708e-08,"ZBTB22","zinc finger and BTB domain containing 22","ENSG00000236104"
"1616",4323.75377689433,-0.176811218598611,0.0341893115971155,-5.17153491366372,2.32178879464256e-07,1.36592210528984e-06,"DAXX","death domain associated protein","ENSG00000204209"
"51596",3635.24797562015,-0.219865665651849,0.0366426112822319,-6.00027285059957,1.96986238608299e-09,1.41797376102007e-08,"CUTA","cutA divalent cation tolerance homolog","ENSG00000112514"
"3710",8565.11506861126,0.0821510772377729,0.030709188119847,2.67513022217215,0.00747002283339126,0.021281036319275,"ITPR3","inositol 1,4,5-trisphosphate receptor type 3","ENSG00000096433"
"84300",1233.84364755098,0.264596698220219,0.0559412767680549,4.72990095162283,2.2462940304898e-06,1.17518511743684e-05,"UQCC2","ubiquinol-cytochrome c reductase complex assembly factor 2","ENSG00000137288"
"221496",2085.77488071622,0.18792523098229,0.0467217552364833,4.02222112656303,5.76518941419842e-05,0.000246370570756928,"LEMD2","LEM domain nuclear envelope protein 2","ENSG00000161904"
"3159",63318.1531415363,0.138176899255114,0.0246360881513576,5.60871914429726,2.03829486215429e-08,1.33041093551211e-07,"HMGA1","high mobility group AT-hook 1","ENSG00000137309"
"221491",941.165871687226,0.283599862873863,0.0678779706378735,4.17808399704313,2.9397509419741e-05,0.000132117046439514,"SMIM29","small integral membrane protein 29","ENSG00000186577"
"11165",3457.5609300944,0.107830699173935,0.0367249567260771,2.93616953665104,0.00332292659881927,0.01029303459101,"NUDT3","nudix hydrolase 3","ENSG00000272325"
"54887",1506.51681982474,0.293947101015211,0.0545632484831163,5.38727273736585,7.15348409165476e-08,4.42683208285873e-07,"BLTP3A","bridge-like lipid transfer protein family member 3A","ENSG00000065060"
"6882",1126.78503577778,-0.204699140657939,0.0570670890672448,-3.58699110124107,0.000334515735011737,0.00126181014823339,"TAF11","TATA-box binding protein associated factor 11","ENSG00000064995"
"23294",1709.98622962907,-0.140502392392414,0.050853670767425,-2.76287611635727,0.00572945079645991,0.0167832547505346,"ANKS1A","ankyrin repeat and sterile alpha motif domain containing 1A","ENSG00000064999"
"222663",198.023202877243,0.394539093945907,0.128642011409285,3.06695370838574,0.00216252344485097,0.00697865884880457,"SCUBE3","signal peptide, CUB domain and EGF like domain containing 3","ENSG00000146197"
"7629",640.358741656465,0.303364709471222,0.0718328471827084,4.22320319142588,2.40854492710418e-05,0.000109730716731502,"ZNF76","zinc finger protein 76","ENSG00000065029"
"4736",30208.2727318457,0.0901719142003539,0.0274265680801819,3.28775783892229,0.001009886656528,0.00348931863633726,"RPL10A","ribosomal protein L10a","ENSG00000198755"
"2289",1467.19477073254,0.257651933316535,0.0534418017577849,4.82116853926997,1.42719709477101e-06,7.66404687171168e-06,"FKBP5","FKBP prolyl isomerase 5","ENSG00000096060"
"6732",4038.19456678675,-0.202940861510984,0.0341073859596173,-5.95005614769961,2.68050519220216e-09,1.90397812864331e-08,"SRPK1","SRSF protein kinase 1","ENSG00000096063"
"5603",24.735914969604,1.28635747762206,0.377765246675986,3.4051768629881,0.000661212151547223,0.00236621141180872,"MAPK13","mitogen-activated protein kinase 13","ENSG00000156711"
"222658",3487.96045564497,-0.159312891964849,0.0357774315496828,-4.45288789788102,8.47229934755975e-06,4.09585333966756e-05,"KCTD20","potassium channel tetramerization domain containing 20","ENSG00000112078"
"6428",19528.1437505913,-0.265268782366139,0.0285226749193405,-9.30027716952545,1.40080038621622e-20,2.07160361578354e-19,"SRSF3","serine and arginine rich splicing factor 3","ENSG00000112081"
"1026",7585.61833921337,-0.436420823546301,0.0334799620682551,-13.0352842890496,7.70791847679473e-39,2.43648059789621e-37,"CDKN1A","cyclin dependent kinase inhibitor 1A","ENSG00000124762"
"221477",2898.20943038426,0.250572250990193,0.039125933035645,6.40424985550923,1.5111047745997e-10,1.19835606649993e-09,"C6orf89","chromosome 6 open reading frame 89","ENSG00000198663"
"23787",5677.94752880195,-0.192911182833841,0.0331668529443801,-5.81638490565709,6.0133912693818e-09,4.13831488333823e-08,"MTCH1","mitochondrial carrier 1","ENSG00000137409"
"23070",2066.21834938194,0.12142233694462,0.0465058064231412,2.61090703040042,0.00903024392321512,0.0251356845178983,"CMTR1","cap methyltransferase 1","ENSG00000137200"
"154467",503.867346742108,0.214694571259696,0.0834672302804358,2.57220193527878,0.0101053929975391,0.027812351615403,"CCDC167","coiled-coil domain containing 167","ENSG00000198937"
"266727",60.4305552364778,0.814581291171853,0.239529091202417,3.40076141516974,0.000671984497607082,0.00240056849057987,"MDGA1","MAM domain containing glycosylphosphatidylinositol anchor 1","ENSG00000112139"
"2739",6438.77570376132,-0.279920106239214,0.0304168325052873,-9.20280263208062,3.48733047145543e-20,5.07735492026244e-19,"GLO1","glyoxalase I","ENSG00000124767"
"8645",628.679198812251,0.811772226085935,0.0762449382265916,10.6468999118792,1.8026869350628e-26,3.45190808347029e-25,"KCNK5","potassium two pore domain channel subfamily K member 5","ENSG00000164626"
"23500",1333.03172640379,0.729174374152753,0.0533192726663494,13.6756249230111,1.41982227322929e-42,4.99219257317345e-41,"DAAM2","dishevelled associated activator of morphogenesis 2","ENSG00000146122"
"100505635",69.8163381889198,0.679109255197946,0.212704732890971,3.19273222540867,0.00140933571120576,0.00472180886861237,"DAAM2-AS1","DAAM2 antisense RNA 1","ENSG00000235033"
"4337",750.778615534736,0.224053720960139,0.0664031042325028,3.37414528356447,0.000740452770765196,0.00262533851190896,"MOCS1","molybdenum cofactor synthesis 1","ENSG00000124615"
"4800",2106.04160489741,-0.274098310897644,0.0433631421674773,-6.32099744614956,2.59880321144875e-10,2.02530521368022e-09,"NFYA","nuclear transcription factor Y subunit alpha","ENSG00000001167"
"116113",1943.87176856,-0.140873917182581,0.0442854398357482,-3.18104365012684,0.00146745517295448,0.00490195711991225,"FOXP4","forkhead box P4","ENSG00000137166"
"4188",77.8679055101654,3.5738206025527,0.302414391338245,11.8176274175902,3.16497102664254e-32,7.79585978125351e-31,"MDFI","MyoD family inhibitor","ENSG00000112559"
"7942",141.630194897044,0.621894267360515,0.161605980078763,3.84821321003973,0.000118982480117089,0.000483002005922003,"TFEB","transcription factor EB","ENSG00000112561"
"100188893",5334.91028312993,0.116620934584631,0.0318903531681998,3.65693455853361,0.000255249512462998,0.000980704655965062,"TOMM6","translocase of outer mitochondrial membrane 6","ENSG00000214736"
"9477",943.688792462442,0.262613942827717,0.0631878202235894,4.15608485778525,3.23747619488593e-05,0.000144458995209541,"MED20","mediator complex subunit 20","ENSG00000124641"
"705",2039.08155849236,-0.163690433633303,0.0444923307587778,-3.67907077111281,0.000234085308580892,0.00090571925919247,"BYSL","bystin like","ENSG00000112578"
"23506",463.531944222271,0.364808635193939,0.0831556633241934,4.38705700382287,1.14894685728189e-05,5.45616609132305e-05,"BICRAL","BICRA like chromatin remodeling complex associated protein","ENSG00000112624"
"285855",9518.60734779566,-0.211758100700593,0.0282011321105643,-7.50885105854553,5.9648541946162e-14,6.10794565371467e-13,"RPL7L1","ribosomal protein L7 like 1","ENSG00000146223"
"4201",3320.45538924574,0.0941882549300052,0.0369043650008165,2.55222532423797,0.0107037270737218,0.029234197865674,"MEA1","male-enhanced antigen 1","ENSG00000124733"
"5528",2294.31959030219,-0.173396701899956,0.0448204483228652,-3.86869628458172,0.000109418833675035,0.000446834874681634,"PPP2R5D","protein phosphatase 2 regulatory subunit B'delta","ENSG00000112640"
"5754",2586.74713390769,-0.168291502920685,0.0426779919393534,-3.94328540948768,8.03729091189735e-05,0.000336326541392458,"PTK7","protein tyrosine kinase 7 (inactive)","ENSG00000112655"
"23113",1378.67855679981,0.339628014898192,0.0512489678378899,6.62702156212198,3.42527616468281e-11,2.85287783442798e-10,"CUL9","cullin 9","ENSG00000112659"
"89845",857.225455417667,0.362669018808494,0.066426461819393,5.45970700343117,4.76920982940148e-08,3.0049888491767e-07,"ABCC10","ATP binding cassette subfamily C member 10","ENSG00000124574"
"93643",1416.95315816918,0.269603441439834,0.0538150665034531,5.00981340276768,5.44828350787748e-07,3.07290825076433e-06,"TJAP1","tight junction associated protein 1","ENSG00000137221"
"221424",177.004292403177,0.51271267355812,0.142599468973581,3.59547393302781,0.000323801551438065,0.00122383626403504,"LRRC73","leucine rich repeat containing 73","ENSG00000204052"
"9533",1851.35755056535,-0.142897407186686,0.0485935417131999,-2.94066664311215,0.00327506784206968,0.0101685464973917,"POLR1C","RNA polymerase I and III subunit C","ENSG00000171453"
"54676",3893.43620129783,0.515027363953691,0.0371600986818438,13.8596877355799,1.11156766035267e-43,4.05380451926027e-42,"GTPBP2","GTP binding protein 2","ENSG00000172432"
"7422",1845.8670971397,0.178622491746439,0.0453430044525072,3.939361625971,8.16987065131831e-05,0.000341365488949596,"VEGFA","vascular endothelial growth factor A","ENSG00000112715"
"3326",120710.353757913,-0.127140118452421,0.0239092532162179,-5.31761144117125,1.0513829087623e-07,6.4304119396702e-07,"HSP90AB1","heat shock protein 90 alpha family class B member 1","ENSG00000096384"
"441151",14.8576438315425,-1.62510813605101,0.492883909142367,-3.29714179324447,0.000976741772433605,0.00338205654741259,"TMEM151B","transmembrane protein 151B","ENSG00000178233"
"202500",40.9218494638328,-1.06281521320298,0.290396748576363,-3.65987297865184,0.000252340303015518,0.000970188630051818,"TCTE1","t-complex-associated-testis-expressed 1","ENSG00000146221"
"988",3012.86987494198,-0.114401321346843,0.0432728759384372,-2.64371893168362,0.00820007165279893,0.0230929919918508,"CDC5L","cell division cycle 5 like","ENSG00000096401"
"22875",170.418983218419,0.410710829256411,0.139360965909011,2.94710090861859,0.00320768509533065,0.00998684993487529,"ENPP4","ectonucleotide pyrophosphatase/phosphodiesterase 4","ENSG00000001561"
"9481",57.4196579457686,0.632548056166391,0.249891787722023,2.5312878903809,0.0113644529130351,0.0308369900979997,"SLC25A27","solute carrier family 25 member 27","ENSG00000153291"
"7941",84.8258000523122,0.48206376136301,0.192605347578562,2.50285761752478,0.012319509418493,0.0331451716932069,"PLA2G7","phospholipase A2 group VII","ENSG00000146070"
"266977",150.26171664781,-1.05082501788661,0.156271900157907,-6.72433762451722,1.76392999363157e-11,1.50703010600714e-10,"ADGRF1","adhesion G protein-coupled receptor F1","ENSG00000153292"
"27242",4659.19569332149,-0.660104108793974,0.0336565860855611,-19.6129253013324,1.19931473738251e-85,1.17013660394489e-83,"TNFRSF21","TNF receptor superfamily member 21","ENSG00000146072"
"442213",431.357308870437,-0.565305853032727,0.0911551274478184,-6.2015804141828,5.58989454357853e-10,4.24477908433871e-09,"PTCHD4","patched domain containing 4","ENSG00000244694"
"7021",11382.3001494319,-0.155432476125062,0.0261737599238904,-5.93848482514695,2.8766827314818e-09,2.03818533172389e-08,"TFAP2B","transcription factor AP-2 beta","ENSG00000008196"
"4172",8422.79723063757,-0.151660798917103,0.0298267240014789,-5.08472867853619,3.68151963795359e-07,2.10968953979654e-06,"MCM3","minichromosome maintenance complex component 3","ENSG00000112118"
"114327",504.735647494119,0.490093103709568,0.0831271836418537,5.89570201032062,3.73091751605448e-09,2.61222177622976e-08,"EFHC1","EF-hand domain containing 1","ENSG00000096093"
"730101",428.198557873741,0.454700244653495,0.0971599910874222,4.67991237508829,2.86997550907137e-06,1.47848018339316e-05,"LOC730101","uncharacterized LOC730101","ENSG00000291006"
"28978",656.718701499391,0.241922378365196,0.0717528659568887,3.37160579077845,0.000747313312374815,0.0026486786341097,"TMEM14A","transmembrane protein 14A","ENSG00000096092"
"2941",433.566078997009,-0.290049523126606,0.0890503364726664,-3.25714123736787,0.00112540420927138,0.0038495006933614,"GSTA4","glutathione S-transferase alpha 4","ENSG00000170899"
"22858",815.407914884712,-0.487045370485061,0.0655598734389234,-7.42901633174751,1.09408238908948e-13,1.10180647387394e-12,"CILK1","ciliogenesis associated kinase 1","ENSG00000112144"
"60481",5055.04872420854,-0.201830696216709,0.0320966645658633,-6.28821402306605,3.21138981833271e-10,2.49065050673031e-09,"ELOVL5","ELOVL fatty acid elongase 5","ENSG00000012660"
"55227",503.284404772704,0.270620662980681,0.0803429852464412,3.36831724824001,0.000756285169937615,0.00267710933878655,"LRRC1","leucine rich repeat containing 1","ENSG00000137269"
"222584",57.992517499578,1.00526424028134,0.24834814149374,4.04780254941701,5.17007308839308e-05,0.000222669801769928,"FAM83B","family with sequence similarity 83 member B","ENSG00000168143"
"26036",1645.47597724501,-0.17384273542017,0.0498639975373121,-3.48633771871353,0.000489682385165971,0.00179571454553704,"ZNF451","zinc finger protein 451","ENSG00000112200"
"9532",1574.07683986483,0.143036484733261,0.0497021141069361,2.87787526352526,0.00400363411889966,0.0121592650278615,"BAG2","BAG cochaperone 2","ENSG00000112208"
"5558",825.153781277548,0.236816398907717,0.0650326169847288,3.6415019091624,0.000271052115000363,0.00103682494363174,"PRIM2","DNA primase subunit 2","ENSG00000146143"
"101927293",89.2449690760599,0.603979286653018,0.187410952311204,3.22275341544653,0.00126964801293799,0.0043037038525487,"LOC101927293","uncharacterized LOC101927293","ENSG00000225096"
"202559",102.658061583245,2.94989432612794,0.227529906577362,12.9648641380906,1.93573074089983e-38,6.01758612943454e-37,"KHDRBS2","KH RNA binding domain containing, signal transduction associated 2","ENSG00000112232"
"7803",8307.79124184162,-0.225176568292353,0.0346840573672348,-6.49222107748767,8.45800157954184e-11,6.83984354502024e-10,"PTP4A1","protein tyrosine phosphatase 4A1","ENSG00000112245"
"23469",5580.39488236487,0.147822760084274,0.0317468033962084,4.65630376196959,3.21936842787401e-06,1.64456313752095e-05,"PHF3","PHD finger protein 3","ENSG00000118482"
"346007",193.793097022342,0.859900744504859,0.132775866734351,6.47633312931252,9.39784417311585e-11,7.57270689930944e-10,"EYS","eyes shut homolog","ENSG00000188107"
"112935969",861.268729272205,0.183966466662456,0.0641120063997573,2.86945420979918,0.00411180863667748,0.0124508858059166,"SCAT8","S-phase cancer associated transcript 8","ENSG00000236345"
"105377845",3.50066787134491,5.1933648878195,1.41290667045962,3.67566025159334,0.000237235067999982,0.000916647344862607,"LOC105377845","uncharacterized LOC105377845",NA
"1310",2727.1135220671,-0.164841562814598,0.0405270937240712,-4.06744100469978,4.75322368879678e-05,0.000206055309671287,"COL19A1","collagen type XIX alpha 1 chain","ENSG00000082293"
"79627",727.252190716392,0.294826718242839,0.0695029686387624,4.24192986309957,2.2160595190074e-05,0.000101412283125662,"OGFRL1","opioid growth factor receptor like 1","ENSG00000119900"
"79940",80.949956151513,-0.475154202321183,0.198139133934588,-2.39808357332401,0.0164811044456267,0.0428630431566506,"LINC00472","long intergenic non-protein coding RNA 472","ENSG00000233237"
"22999",12.3138817159837,-1.3483197299411,0.533244046188122,-2.52852280223196,0.0114543645728661,0.0310585260759453,"RIMS1","regulating synaptic membrane exocytosis 1","ENSG00000079841"
"56479",383.864197458446,-0.45399245743286,0.094684717528768,-4.79478071310636,1.62852874414532e-06,8.68728540486326e-06,"KCNQ5","potassium voltage-gated channel subfamily Q member 5","ENSG00000185760"
"1915",388237.021151455,0.134850698213319,0.0212789720241902,6.33727503659573,2.33864308929541e-10,1.83078631283571e-09,"EEF1A1","eukaryotic translation elongation factor 1 alpha 1","ENSG00000156508"
"135228",7649.13459784071,-0.121095636751559,0.0308774889726899,-3.92180973195922,8.78863812542596e-05,0.000364395916155558,"CD109","CD109 molecule","ENSG00000156535"
"1303",1118.98181664826,-1.03685182744112,0.0712609419151815,-14.5500718847534,5.83417116637771e-48,2.40825182688316e-46,"COL12A1","collagen type XII alpha 1 chain","ENSG00000111799"
"4646",909.460493863442,0.183003880553904,0.0618432294139352,2.95915789469862,0.00308481000537465,0.00964291926506711,"MYO6","myosin VI","ENSG00000196586"
"55023",3302.9463234651,-0.1294144263438,0.0423798388332253,-3.05367905840974,0.00226053774266196,0.00726997711816713,"PHIP","pleckstrin homology domain interacting protein","ENSG00000146247"
"9324",940.647725256842,-0.382443760894989,0.0650855501497901,-5.87601641247282,4.20256677445081e-09,2.93333694526393e-08,"HMGN3","high mobility group nucleosomal binding domain 3","ENSG00000118418"
"100288198",349.717843036162,-0.299976486297182,0.0971491422369947,-3.0877934626061,0.00201648564035039,0.00655430535941983,"HMGN3-AS1","HMGN3 antisense RNA 1","ENSG00000270362"
"83699",296.586022204506,-0.364494013345139,0.110077847892995,-3.31123854909897,0.000928839909879082,0.00322909052735689,"SH3BGRL2","SH3 domain binding glutamate rich protein like 2","ENSG00000198478"
"55603",1498.29625968644,-0.674327396890194,0.0531229156708352,-12.6937196193921,6.40691685111978e-37,1.89004047108034e-35,"TENT5A","terminal nucleotidyltransferase 5A","ENSG00000112773"
"25998",3376.51777551384,0.146244340048388,0.0360688874550546,4.05458416843667,5.02235647009487e-05,0.000216804960971075,"IBTK","inhibitor of Bruton tyrosine kinase","ENSG00000005700"
"7162",977.262789623077,-0.159259068672194,0.0599838979809579,-2.65503033368641,0.00793012771847668,0.0224111872751131,"TPBG","trophoblast glycoprotein","ENSG00000146242"
"90025",155.23054184184,0.620929064895483,0.145257022283123,4.27469223267717,1.91401503223697e-05,8.82053721055406e-05,"UBE3D","ubiquitin protein ligase E3D","ENSG00000118420"
"5238",1264.01091001739,-0.177133791896857,0.0536386315049137,-3.30235479405604,0.000958767141275504,0.00332441443539497,"PGM3","phosphoglucomutase 3","ENSG00000013375"
"9892",7.35302636871976,-3.82662101879581,1.00384701370771,-3.81195637038574,0.000137871216439999,0.000553992062065376,"SNAP91","synaptosome associated protein 91","ENSG00000065609"
"112609",28.6706478711823,-1.82940737231787,0.37707957739839,-4.85151538818311,1.22521701665426e-06,6.62999786827219e-06,"MRAP2","melanocortin 2 receptor accessory protein 2","ENSG00000135324"
"9096",630.247237777678,0.2400286503994,0.0734130277017359,3.26956478861754,0.00107713067320708,0.00370235948036316,"TBX18","T-box transcription factor 18","ENSG00000112837"
"4907",2455.6541796377,-0.496586700868102,0.0411896387698063,-12.0561072080127,1.80095918377449e-33,4.61774949760063e-32,"NT5E","5'-nucleotidase ecto","ENSG00000135318"
"10492",13482.8760506147,-0.287754334479806,0.0317845811884504,-9.05326808535605,1.38752110869145e-19,1.95449692173049e-18,"SYNCRIP","synaptotagmin binding cytoplasmic RNA interacting protein","ENSG00000135316"
"387066",4776.70921134478,0.23667738536569,0.0419751812250241,5.63850776717056,1.71530085025156e-08,1.13138573494205e-07,"SNHG5","small nucleolar RNA host gene 5","ENSG00000203875"
"107986532",20.7662720890051,-0.961158862500139,0.400659942555616,-2.39893925100017,0.0164426423182015,0.0427778220671391,NA,NA,NA
